index,compression_type,byte_length,compression_ratio,compression_duration,transmission_duration,average_compression_duration,average_transmission_duration,average_both
169,Block Floating Point,198694,0.125,3479,161,3243,529,3773
170,Block Floating Point,200516,0.125,3429,165,3245,527,3772
171,Block Floating Point,199962,0.125,3490,161,3246,525,3771
172,Block Floating Point,197673,0.125,6365,561,3264,525,3789
173,Block Floating Point,199547,0.125,3944,499,3268,525,3793
174,Block Floating Point,199710,0.125,3462,524,3269,525,3794
175,Block Floating Point,197251,0.125,3443,518,3270,525,3795
176,Block Floating Point,201492,0.125,3482,527,3271,525,3797
177,Block Floating Point,202019,0.125,3562,521,3273,525,3798
178,Block Floating Point,200523,0.125,3505,514,3274,525,3799
179,Block Floating Point,204524,0.125,3660,492,3276,524,3801
180,Block Floating Point,204050,0.125,3545,536,3278,524,3803
181,Block Floating Point,208686,0.125,3984,518,3282,524,3807
182,Block Floating Point,209331,0.125,3569,524,3283,524,3808
183,Block Floating Point,206773,0.125,3613,535,3285,524,3810
184,Block Floating Point,208462,0.125,3581,538,3287,525,3812
185,Block Floating Point,202635,0.125,3554,509,3288,524,3813
186,Block Floating Point,215071,0.125,3735,565,3291,525,3816
187,Block Floating Point,211508,0.125,3797,525,3293,525,3819
188,Block Floating Point,207628,0.125,3557,545,3295,525,3820
189,Block Floating Point,196764,0.125,3354,534,3295,525,3820
190,Block Floating Point,195810,0.125,3416,502,3296,525,3821
191,Block Floating Point,195215,0.125,3344,505,3296,525,3821
192,Block Floating Point,207576,0.125,3521,557,3297,525,3822
193,Block Floating Point,210189,0.125,3608,608,3299,525,3824
194,Block Floating Point,214775,0.125,3677,564,3301,525,3827
195,Block Floating Point,199837,0.125,3509,447,3302,525,3827
196,Block Floating Point,196892,0.125,3359,521,3302,525,3827
197,Block Floating Point,184992,0.125,3191,480,3301,525,3827
198,Block Floating Point,196586,0.125,3316,506,3301,525,3827
199,Block Floating Point,204758,0.125,3551,540,3303,525,3828
200,Block Floating Point,241299,0.125,4109,640,3307,525,3833
201,Block Floating Point,251029,0.125,4278,558,3312,525,3838
202,Block Floating Point,240647,0.125,4074,569,3315,526,3842
203,Block Floating Point,243010,0.125,4252,615,3320,526,3847
204,Block Floating Point,234150,0.125,3980,595,3323,526,3850
205,Block Floating Point,242356,0.125,4133,572,3327,527,3854
206,Block Floating Point,244097,0.125,4151,570,3331,527,3859
207,Block Floating Point,235615,0.125,4011,191,3334,525,3860
208,Block Floating Point,238661,0.125,4053,183,3338,524,3862
209,Block Floating Point,237637,0.125,4051,189,3341,522,3864
210,Block Floating Point,233661,0.125,4013,1271,3345,526,3871
211,Block Floating Point,241232,0.125,4098,227,3348,524,3873
212,Block Floating Point,242220,0.125,4125,205,3352,523,3875
213,Block Floating Point,240684,0.125,4095,586,3355,523,3879
214,Block Floating Point,248473,0.125,10468,1276,3388,526,3915
215,Block Floating Point,251347,0.125,4305,686,3393,527,3920
216,Block Floating Point,246254,0.125,6410,673,3407,528,3935
217,Block Floating Point,252092,0.125,4297,575,3411,528,3939
218,Block Floating Point,249473,0.125,4651,200,3416,527,3944
219,Block Floating Point,255948,0.125,4342,581,3421,527,3948
220,Block Floating Point,258148,0.125,4399,204,3425,525,3951
221,Block Floating Point,265588,0.125,4916,174,3432,524,3956
222,Block Floating Point,255215,0.125,4688,197,3438,522,3960
223,Block Floating Point,264256,0.125,5276,176,3446,521,3967
224,Block Floating Point,253876,0.125,4329,201,3450,519,3970
225,Block Floating Point,259647,0.125,4407,219,3454,518,3972
226,Block Floating Point,250584,0.125,4436,198,3458,517,3975
227,Block Floating Point,256566,0.125,4698,595,3464,517,3981
228,Block Floating Point,245391,0.125,4275,579,3467,517,3985
229,Block Floating Point,252425,0.125,4281,195,3471,516,3987
230,Block Floating Point,247293,0.125,4171,647,3474,516,3991
231,Block Floating Point,255111,0.125,4369,262,3478,515,3994
232,Block Floating Point,248515,0.125,4225,592,3481,516,3997
233,Block Floating Point,255223,0.125,6691,218,3495,514,4010
234,Block Floating Point,249201,0.125,4214,291,3498,513,4012
235,None,2.03998e+06,1,2,6039,3483,537,4020
236,Block Floating Point,253702,0.125,4476,212,3487,535,4023
237,Block Floating Point,175735,0.125,2994,144,3485,534,4019
238,Block Floating Point,157906,0.125,9499,170,3510,532,4043
239,Block Floating Point,162627,0.125,2811,144,3507,531,4039
240,Block Floating Point,160925,0.125,2770,137,3504,529,4034
241,Block Floating Point,167611,0.125,4543,133,3509,527,4037
242,Block Floating Point,169982,0.125,3203,153,3507,526,4034
243,Block Floating Point,174553,0.125,4958,1143,3513,528,4042
244,Block Floating Point,176552,0.125,3376,482,3513,528,4041
245,Block Floating Point,182095,0.125,3129,492,3511,528,4040
246,Block Floating Point,182219,0.125,3131,500,3510,528,4038
247,Block Floating Point,186856,0.125,3175,516,3508,528,4037
248,Block Floating Point,186938,0.125,3144,150,3507,526,4034
249,Block Floating Point,190929,0.125,3211,563,3506,526,4033
250,Block Floating Point,186859,0.125,3149,158,3504,525,4030
251,Block Floating Point,190952,0.125,3402,151,3504,523,4028
252,Block Floating Point,190129,0.125,3463,157,3504,522,4026
253,Block Floating Point,190294,0.125,4637,150,3508,521,4029
254,Block Floating Point,191268,0.125,4514,852,3512,522,4034
255,Block Floating Point,183851,0.125,3302,839,3511,523,4035
256,Block Floating Point,183198,0.125,3194,150,3510,522,4032
257,Block Floating Point,179011,0.125,3099,140,3508,520,4029
258,Block Floating Point,174500,0.125,5401,151,3516,519,4035
259,Block Floating Point,179041,0.125,3557,144,3516,517,4034
260,Block Floating Point,170957,0.125,3094,141,3514,516,4031
261,Block Floating Point,179616,0.125,3814,136,3515,514,4030
262,Block Floating Point,210458,0.125,3700,170,3516,513,4030
263,Block Floating Point,200150,0.125,3539,156,3516,512,4028
264,Block Floating Point,194476,0.125,3379,152,3516,510,4027
265,Block Floating Point,197001,0.125,3480,160,3516,509,4025
266,Block Floating Point,195908,0.125,3411,180,3515,508,4023
267,Block Floating Point,192530,0.125,3359,150,3515,506,4022
268,Block Floating Point,196085,0.125,3489,169,3515,505,4020
269,Block Floating Point,196498,0.125,4280,168,3517,504,4022
270,Block Floating Point,194823,0.125,3451,163,3517,503,4020
271,Block Floating Point,195175,0.125,5148,170,3523,501,4025
272,Block Floating Point,192313,0.125,3354,153,3522,500,4023
273,Block Floating Point,193174,0.125,4814,430,3527,500,4028
274,Block Floating Point,193799,0.125,3680,204,3528,499,4027
275,Block Floating Point,192631,0.125,4932,410,3533,498,4032
276,Block Floating Point,194626,0.125,5297,145,3539,497,4037
277,Block Floating Point,195686,0.125,3487,156,3539,496,4036
278,Block Floating Point,193807,0.125,3409,160,3539,495,4034
279,Block Floating Point,196673,0.125,3522,152,3539,493,4033
280,Block Floating Point,196634,0.125,3497,154,3538,492,4031
281,Block Floating Point,193974,0.125,3493,160,3538,491,4030
282,Block Floating Point,206293,0.125,3681,168,3539,490,4029
283,Block Floating Point,268072,0.125,4832,182,3543,489,4033
284,Block Floating Point,268218,0.125,4724,185,3547,488,4036
285,Block Floating Point,268632,0.125,4731,182,3552,487,4039
286,Block Floating Point,257532,0.125,4622,198,3555,486,4042
287,Block Floating Point,266560,0.125,4749,184,3560,485,4045
288,Block Floating Point,267289,0.125,4822,183,3564,484,4048
289,Block Floating Point,257225,0.125,4591,206,3567,483,4051
290,Block Floating Point,263284,0.125,4614,182,3571,482,4053
291,Block Floating Point,264163,0.125,4696,216,3575,481,4056
292,Block Floating Point,252104,0.125,4510,212,3578,480,4058
293,Block Floating Point,258283,0.125,4556,211,3581,479,4061
294,Block Floating Point,248654,0.125,4322,201,3584,478,4062
295,Block Floating Point,256851,0.125,4540,198,3587,477,4065
296,Block Floating Point,257482,0.125,4570,196,3591,476,4067
297,Block Floating Point,251364,0.125,4479,200,3594,475,4069
298,Block Floating Point,263708,0.125,4574,182,3597,474,4071
299,Block Floating Point,266870,0.125,4822,182,3601,473,4075
300,Block Floating Point,258497,0.125,4648,200,3604,472,4077
301,Block Floating Point,271436,0.125,4808,187,3608,471,4080
302,Block Floating Point,237511,0.125,4266,564,3611,472,4083
303,Block Floating Point,232812,0.125,4143,591,3612,472,4085
304,Block Floating Point,226947,0.125,4151,490,3614,472,4087
305,Block Floating Point,233583,0.125,4383,556,3617,472,4089
306,Block Floating Point,235537,0.125,7469,630,3629,473,4102
307,Block Floating Point,230270,0.125,4093,557,3631,473,4104
308,Block Floating Point,236867,0.125,4164,585,3632,473,4106
309,Block Floating Point,236735,0.125,4228,190,3634,473,4107
310,Block Floating Point,233863,0.125,4504,178,3637,472,4109
311,Block Floating Point,240988,0.125,4291,1093,3639,474,4113
312,Block Floating Point,244217,0.125,4473,191,3642,473,4115
313,Block Floating Point,239742,0.125,4262,861,3644,474,4118
314,Block Floating Point,245585,0.125,4322,198,3646,473,4120
315,Block Floating Point,245994,0.125,8530,187,3662,472,4134
316,Block Floating Point,240183,0.125,4265,185,3663,471,4135
317,Block Floating Point,245707,0.125,8944,202,3680,470,4151
318,Block Floating Point,244399,0.125,4679,185,3683,469,4153
319,Block Floating Point,237054,0.125,12651,203,3711,469,4180
320,Block Floating Point,243195,0.125,4298,599,3713,469,4183
321,Block Floating Point,242134,0.125,6595,533,3722,469,4192
322,Block Floating Point,234805,0.125,9549,707,3740,470,4211
323,Block Floating Point,240897,0.125,4303,581,3742,470,4213
324,Block Floating Point,240834,0.125,8363,600,3756,471,4227
325,Block Floating Point,235704,0.125,4157,565,3758,471,4229
326,Block Floating Point,243204,0.125,4704,339,3760,471,4231
327,Block Floating Point,244579,0.125,7910,174,3773,470,4243
328,Block Floating Point,239136,0.125,4137,185,3774,469,4244
329,Block Floating Point,247766,0.125,8619,216,3789,468,4257
330,Block Floating Point,249037,0.125,4865,536,3792,468,4261
331,None,1.93443e+06,1,5,6142,3781,485,4267
332,Block Floating Point,252207,0.125,8343,218,3795,485,4280
333,Block Floating Point,252735,0.125,4785,192,3797,484,4282
334,Block Floating Point,244112,0.125,4206,196,3799,483,4282
335,Block Floating Point,254320,0.125,7646,205,3810,482,4293
336,Block Floating Point,254094,0.125,4401,192,3812,481,4294
337,Block Floating Point,243907,0.125,7600,1109,3823,483,4307
338,Block Floating Point,252235,0.125,4719,194,3826,482,4308
339,Block Floating Point,252049,0.125,5688,185,3831,481,4313
340,Block Floating Point,241187,0.125,4202,195,3832,480,4313
341,Block Floating Point,248895,0.125,7091,201,3842,480,4322
342,Block Floating Point,242998,0.125,4443,187,3844,479,4323
343,Block Floating Point,253271,0.125,4451,199,3845,478,4324
344,Block Floating Point,251030,0.125,7985,201,3858,477,4335
345,Block Floating Point,238768,0.125,4598,189,3860,476,4336
346,Block Floating Point,247301,0.125,4323,194,3861,475,4337
347,Block Floating Point,250327,0.125,4435,196,3863,475,4338
348,Block Floating Point,237874,0.125,4192,551,3864,475,4339
349,Block Floating Point,249015,0.125,4505,192,3865,474,4340
350,Block Floating Point,248805,0.125,4396,581,3867,474,4342
351,Block Floating Point,237660,0.125,4337,180,3868,474,4342
352,Block Floating Point,245400,0.125,4343,195,3870,473,4343
353,Block Floating Point,236880,0.125,8969,237,3884,472,4357
354,Block Floating Point,244655,0.125,4278,601,3885,472,4358
355,Block Floating Point,238532,0.125,4798,213,3888,472,4360
356,Block Floating Point,251403,0.125,4451,605,3889,472,4362
357,Block Floating Point,255317,0.125,5000,192,3892,471,4364
358,Block Floating Point,247735,0.125,4353,194,3894,470,4365
359,Block Floating Point,259354,0.125,4597,206,3896,470,4366
360,Block Floating Point,252374,0.125,5039,892,3899,471,4370
361,Block Floating Point,259391,0.125,4601,206,3901,470,4371
362,Block Floating Point,251830,0.125,6504,210,3908,469,4378
363,Block Floating Point,262367,0.125,4831,188,3911,469,4380
364,Block Floating Point,257603,0.125,4518,213,3912,468,4381
365,Block Floating Point,264079,0.125,7024,187,3921,467,4388
366,Block Floating Point,258355,0.125,4609,202,3923,466,4390
367,Block Floating Point,265263,0.125,4764,710,3925,467,4393
368,Block Floating Point,254850,0.125,4526,189,3927,466,4393
369,Block Floating Point,262709,0.125,4814,170,3929,466,4395
370,Block Floating Point,254399,0.125,4502,611,3930,466,4397
371,Block Floating Point,262069,0.125,6971,216,3939,465,4404
372,Block Floating Point,310425,0.125,5828,214,3944,465,4409
373,Block Floating Point,313589,0.125,5641,624,3948,465,4414
374,Block Floating Point,314418,0.125,5708,625,3953,465,4419
375,Block Floating Point,312144,0.125,7148,622,3962,466,4428
376,Block Floating Point,307266,0.125,5382,589,3965,466,4432
377,Block Floating Point,317346,0.125,7415,1808,3974,470,4445
378,Block Floating Point,324179,0.125,5654,624,3979,470,4450
379,Block Floating Point,323397,0.125,5797,638,3984,471,4455
380,Block Floating Point,323368,0.125,7649,1244,3993,473,4466
381,Block Floating Point,326397,0.125,5914,726,3998,473,4472
382,None,2.59762e+06,1,4,3369,3988,481,4469
383,None,2.55505e+06,1,4,2865,3978,487,4465
384,None,2.57862e+06,1,4,3028,3967,494,4461
385,None,2.59022e+06,1,4,2941,3957,500,4457
386,None,2.61017e+06,1,4,2803,3947,506,4453
387,None,2.61307e+06,1,2,3039,3936,513,4450
388,None,2.60313e+06,1,4,4281,3926,522,4449
389,None,2.62344e+06,1,4,2963,3916,529,4445
390,None,2.6415e+06,1,4,2981,3906,535,4442
391,None,2.64259e+06,1,2,3763,3896,543,4440
392,None,2.68854e+06,1,4,4929,3886,554,4441
393,None,2.72472e+06,1,2,3109,3876,561,4438
394,None,2.7276e+06,1,1,3075,3867,567,4434
395,None,2.73157e+06,1,2,3767,3857,575,4433
396,None,2.7739e+06,1,4,9251,3847,597,4445
397,None,2.77453e+06,1,4,3719,3837,605,4443
398,None,2.81242e+06,1,2,4047,3828,614,4442
399,None,2.76876e+06,1,4,3119,3818,620,4439
400,None,2.73212e+06,1,4,3143,3809,626,4435
401,None,2.72932e+06,1,4,6501,3799,641,4441
402,None,2.70833e+06,1,4,3078,3790,647,4437
403,None,2.67145e+06,1,4,2960,3780,653,4434
404,None,2.66448e+06,1,4,2998,3771,659,4430
405,None,2.65554e+06,1,4,3024,3762,664,4427
406,None,2.61218e+06,1,4,2902,3752,670,4423
407,None,2.6048e+06,1,2,3483,3743,677,4420
408,None,2.56036e+06,1,5,3338,3734,683,4418
409,None,2.5451e+06,1,4,3391,3725,690,4415
410,None,2.51612e+06,1,2,2789,3716,695,4411
411,None,2.47898e+06,1,2,2770,3707,700,4407
412,None,2.44464e+06,1,4,2800,3698,705,4403
413,None,2.47628e+06,1,4,2832,3689,710,4400
414,None,2.50623e+06,1,4,3544,3680,717,4398
415,None,2.50391e+06,1,4,2936,3671,723,4394
416,None,2.54129e+06,1,2,2836,3662,728,4390
417,None,2.53045e+06,1,4,3386,3653,734,4388
418,None,2.4873e+06,1,4,2796,3645,739,4384
419,None,2.51762e+06,1,4,4694,3636,748,4385
420,None,2.53909e+06,1,1,2887,3627,753,4381
421,None,2.5378e+06,1,4,3533,3619,760,4379
422,None,2.55344e+06,1,2,2803,3610,765,4376
423,None,2.53676e+06,1,4,2985,3602,770,4372
424,None,2.52244e+06,1,2,2916,3593,775,4369
425,None,2.49806e+06,1,4,3043,3585,781,4366
426,None,2.49748e+06,1,4,2867,3576,785,4362
427,None,2.4638e+06,1,2,3413,3568,792,4360
428,None,2.43231e+06,1,4,4415,3560,800,4360
429,None,2.42217e+06,1,4,2906,3551,805,4357
430,None,2.46814e+06,1,4,2948,3543,810,4354
431,None,2.46156e+06,1,4,2811,3535,815,4350
432,None,2.45798e+06,1,4,3314,3527,820,4348
433,None,2.42693e+06,1,4,2792,3519,825,4344
434,None,2.39308e+06,1,4,2678,3510,829,4340
435,None,2.42778e+06,1,4,3452,3502,835,4338
436,None,2.51469e+06,1,1,3436,3494,841,4336
437,None,2.52136e+06,1,2,2937,3486,846,4333
438,None,2.5651e+06,1,4,2998,3478,851,4330
439,None,2.6032e+06,1,2,3510,3471,857,4328
440,None,2.53919e+06,1,4,2852,3463,861,4325
441,None,2.69865e+06,1,1,2952,3455,866,4321
442,None,2.74118e+06,1,4,8715,3447,884,4331
443,None,2.62001e+06,1,4,4379,3439,892,4332
444,None,2.58262e+06,1,4,2910,3431,896,4328
445,None,2.44802e+06,1,2,2708,3424,900,4325
446,None,2.31013e+06,1,2,2640,3416,904,4321
447,None,2.30273e+06,1,1,2716,3408,908,4317
448,None,2.24666e+06,1,4,2591,3401,912,4314
449,None,2.33752e+06,1,4,3106,3393,917,4311
450,None,2.38691e+06,1,2,3418,3386,923,4309
451,None,2.4795e+06,1,5,6931,3378,936,4315
452,None,2.59278e+06,1,4,6288,3371,948,4319
453,None,2.76698e+06,1,2,3092,3363,953,4316
454,None,2.8887e+06,1,4,3210,3356,957,4314
455,None,2.92231e+06,1,4,3196,3349,962,4311
456,None,2.97257e+06,1,4,3283,3341,967,4309
457,None,2.06618e+06,1,4,4719,3334,976,4310
458,None,2.06778e+06,1,2,7027,3327,989,4316
459,None,2.05301e+06,1,4,10190,3319,1009,4329
460,None,1.95722e+06,1,4,7096,3312,1022,4335
461,None,2.00563e+06,1,4,6257,3305,1034,4339
462,None,2.00426e+06,1,2,8527,3298,1050,4348
463,None,1.93127e+06,1,5,7790,3291,1064,4356
464,None,1.99497e+06,1,1,6219,3284,1075,4360
465,None,1.96922e+06,1,2,6269,3277,1087,4364
466,None,1.89368e+06,1,4,6011,3270,1097,4367
467,None,1.95856e+06,1,4,8872,3263,1114,4377
468,None,1.99117e+06,1,4,6278,3256,1125,4381
469,None,1.9217e+06,1,4,6711,3249,1137,4386
470,None,1.98463e+06,1,5,8422,3242,1152,4395
471,None,1.96875e+06,1,2,8443,3235,1168,4403
472,None,2.03752e+06,1,4,6410,3228,1179,4407
473,None,2.03305e+06,1,5,9434,3221,1196,4418
474,None,1.96573e+06,1,4,6003,3214,1206,4421
475,None,2.05136e+06,1,5,7862,3208,1220,4429
476,None,2.06375e+06,1,4,7309,3201,1233,4435
477,None,1.99756e+06,1,2,7051,3194,1245,4440
478,None,2.0847e+06,1,1,6503,3188,1256,4445
479,None,2.06087e+06,1,4,5716,3181,1266,4447
480,None,1.97903e+06,1,4,7052,3174,1278,4453
481,None,2.02771e+06,1,2,7298,3168,1290,4459
482,None,1.93892e+06,1,4,5886,3161,1300,4461
483,None,2.05165e+06,1,4,4238,3155,1306,4461
484,None,2.02882e+06,1,2,8813,3148,1321,4470
485,Block Floating Point,244886,0.125,6521,208,3155,1319,4475
486,Block Floating Point,250010,0.125,4473,186,3158,1317,4475
487,Block Floating Point,244331,0.125,4356,195,3160,1314,4475
488,Block Floating Point,231299,0.125,4222,177,3162,1312,4475
489,Block Floating Point,239781,0.125,4632,188,3165,1310,4476
490,Block Floating Point,239064,0.125,4205,626,3168,1308,4476
491,Block Floating Point,230182,0.125,4574,1169,3170,1308,4479
492,None,1.87964e+06,1,6,9344,3164,1325,4489
493,Block Floating Point,236213,0.125,4235,209,3166,1322,4489
494,Block Floating Point,227895,0.125,7172,190,3174,1320,4495
495,Block Floating Point,239547,0.125,4514,181,3177,1318,4495
496,Block Floating Point,238166,0.125,4545,190,3180,1315,4496
497,Block Floating Point,249682,0.125,4437,193,3182,1313,4496
498,Block Floating Point,255738,0.125,4604,197,3185,1311,4496
499,Block Floating Point,243663,0.125,8553,711,3196,1310,4506
500,Block Floating Point,251186,0.125,4411,600,3198,1308,4507
501,Block Floating Point,245484,0.125,4369,197,3201,1306,4507
502,Block Floating Point,262253,0.125,4569,730,3203,1305,4509
503,Block Floating Point,254800,0.125,4498,199,3206,1303,4509
504,Block Floating Point,269912,0.125,4804,182,3209,1300,4510
505,Block Floating Point,268575,0.125,7077,196,3217,1298,4515
506,Block Floating Point,260119,0.125,16378,226,3243,1296,4539
507,None,2.14406e+06,1,3,2417,3236,1298,4535
508,None,2.00652e+06,1,4,7257,3230,1310,4541
509,None,1.99566e+06,1,4,7116,3224,1321,4546
510,Block Floating Point,246558,0.125,4310,196,3226,1319,4546
511,Block Floating Point,230766,0.125,9974,687,3239,1318,4558
512,None,1.93582e+06,1,5,6251,3233,1328,4561
513,Block Floating Point,241076,0.125,6087,738,3238,1327,4565
514,None,1.98841e+06,1,4,6263,3232,1336,4569
515,Block Floating Point,247945,0.125,6516,212,3238,1334,4573
516,Block Floating Point,241224,0.125,4225,435,3240,1332,4573
517,Block Floating Point,248311,0.125,7750,353,3249,1330,4580
518,None,1.94145e+06,1,6,7049,3243,1341,4585
519,Block Floating Point,246779,0.125,4693,547,3245,1340,4586
520,Block Floating Point,241544,0.125,4660,1372,3248,1340,4589
521,Block Floating Point,231351,0.125,4149,608,3250,1338,4589
522,Block Floating Point,235856,0.125,4152,603,3252,1337,4589
523,Block Floating Point,229138,0.125,4816,559,3255,1336,4591
524,Block Floating Point,232395,0.125,6054,665,3260,1334,4595
525,Block Floating Point,225646,0.125,4028,568,3261,1333,4595
526,Block Floating Point,227476,0.125,12662,191,3279,1331,4610
527,None,1.77436e+06,1,5,5690,3273,1339,4613
528,None,1.88901e+06,1,5,9288,3267,1354,4621
529,Block Floating Point,234287,0.125,5906,230,3272,1352,4624
530,Block Floating Point,242914,0.125,4288,191,3274,1350,4624
531,Block Floating Point,234545,0.125,4175,189,3276,1347,4623
532,Block Floating Point,244917,0.125,6392,201,3281,1345,4627
533,Block Floating Point,235633,0.125,4282,184,3283,1343,4627
534,Block Floating Point,245397,0.125,4422,192,3285,1341,4627
535,Block Floating Point,238664,0.125,5972,202,3290,1339,4630
536,Block Floating Point,245971,0.125,4426,191,3293,1337,4630
537,Block Floating Point,233883,0.125,4157,187,3294,1335,4629
538,Block Floating Point,244203,0.125,6806,200,3301,1332,4634
539,Block Floating Point,241706,0.125,4335,202,3303,1330,4633
540,Block Floating Point,246144,0.125,4248,198,3304,1328,4633
541,Block Floating Point,234755,0.125,8068,208,3313,1326,4640
542,Block Floating Point,238342,0.125,4123,571,3315,1325,4640
543,Block Floating Point,225270,0.125,3958,183,3316,1323,4639
544,Block Floating Point,229396,0.125,6526,173,3322,1321,4643
545,Block Floating Point,217035,0.125,6135,498,3327,1319,4646
546,Block Floating Point,221406,0.125,7537,193,3335,1317,4652
547,None,1.72576e+06,1,5,5929,3328,1325,4654
548,Block Floating Point,224529,0.125,7436,183,3336,1323,4660
549,None,1.74332e+06,1,6,6341,3330,1333,4663
550,Block Floating Point,220545,0.125,3834,184,3331,1330,4662
551,Block Floating Point,213531,0.125,7487,203,3338,1328,4667
552,Block Floating Point,219540,0.125,3865,179,3339,1326,4666
553,Block Floating Point,213706,0.125,3899,179,3340,1324,4665
554,Block Floating Point,218437,0.125,5676,233,3345,1322,4667
555,Block Floating Point,213513,0.125,3854,180,3345,1320,4666
556,Block Floating Point,218133,0.125,5693,196,3350,1318,4668
557,Block Floating Point,213181,0.125,3819,169,3351,1316,4667
558,Block Floating Point,221531,0.125,3995,174,3352,1314,4666
559,Block Floating Point,217233,0.125,13308,189,3369,1312,4682
560,None,1.79673e+06,1,5,5589,3363,1320,4684
561,None,1.74975e+06,1,2,5466,3357,1327,4685
562,Block Floating Point,223768,0.125,6574,646,3363,1326,4690
563,None,1.73672e+06,1,5,6786,3357,1336,4693
564,Block Floating Point,221491,0.125,4236,538,3359,1334,4693
565,Block Floating Point,214941,0.125,3925,546,3360,1333,4693
566,Block Floating Point,218378,0.125,3865,569,3361,1331,4693
567,Block Floating Point,212726,0.125,5744,630,3365,1330,4696
568,Block Floating Point,216458,0.125,3773,557,3366,1329,4695
569,Block Floating Point,210565,0.125,3811,568,3366,1327,4694
570,Block Floating Point,215867,0.125,4182,523,3368,1326,4694
571,Block Floating Point,209640,0.125,3739,557,3368,1325,4694
572,Block Floating Point,219513,0.125,4060,537,3370,1323,4693
573,Block Floating Point,222075,0.125,4287,566,3371,1322,4694
574,Block Floating Point,253544,0.125,4534,577,3373,1321,4694
575,Block Floating Point,231667,0.125,4868,498,3376,1319,4696
576,Block Floating Point,242508,0.125,4355,555,3378,1318,4696
577,Block Floating Point,237006,0.125,4156,597,3379,1317,4696
578,Block Floating Point,244717,0.125,4321,551,3381,1315,4696
579,Block Floating Point,240208,0.125,4193,613,3382,1314,4697
580,Block Floating Point,247667,0.125,4452,600,3384,1313,4697
581,Block Floating Point,243057,0.125,4164,646,3385,1312,4697
582,Block Floating Point,248754,0.125,4282,625,3387,1311,4698
583,Block Floating Point,242192,0.125,4456,587,3389,1309,4698
584,Block Floating Point,248341,0.125,7683,1065,3396,1309,4705
585,None,1.93459e+06,1,5,6743,3390,1318,4709
586,Block Floating Point,250677,0.125,4448,189,3392,1316,4709
587,Block Floating Point,244265,0.125,12865,214,3408,1314,4723
588,None,2.02218e+06,1,2,6341,3402,1323,4726
589,Block Floating Point,247128,0.125,4683,403,3404,1321,4726
590,Block Floating Point,253401,0.125,6840,207,3410,1319,4730
591,Block Floating Point,245911,0.125,4133,197,3411,1318,4730
592,Block Floating Point,255295,0.125,6849,208,3417,1316,4733
593,None,1.98038e+06,1,2,5689,3412,1323,4735
594,Block Floating Point,250648,0.125,7111,383,3418,1322,4740
595,None,1.95784e+06,1,5,6314,3412,1330,4742
596,Block Floating Point,249947,0.125,4572,197,3414,1328,4742
597,Block Floating Point,239668,0.125,4427,184,3416,1326,4742
598,Block Floating Point,245398,0.125,4141,281,3417,1324,4742
599,Block Floating Point,236648,0.125,5313,246,3420,1323,4743
600,Block Floating Point,242995,0.125,4165,195,3421,1321,4742
601,Block Floating Point,236670,0.125,4300,181,3423,1319,4742
602,Block Floating Point,244562,0.125,12888,215,3438,1317,4756
603,None,1.87402e+06,1,5,5846,3433,1324,4758
604,Block Floating Point,243367,0.125,4631,219,3435,1323,4758
605,Block Floating Point,235867,0.125,6171,206,3439,1321,4760
606,None,1.87492e+06,1,6,5982,3434,1328,4763
607,Block Floating Point,241819,0.125,12605,206,3449,1327,4776
608,None,1.838e+06,1,3,5860,3443,1334,4778
609,None,1.89972e+06,1,1,5895,3437,1342,4779
610,Block Floating Point,224965,0.125,4368,193,3439,1340,4779
611,Block Floating Point,234498,0.125,4095,191,3440,1338,4778
612,Block Floating Point,222142,0.125,4312,657,3441,1337,4779
613,Block Floating Point,234889,0.125,4126,182,3443,1335,4778
614,Block Floating Point,237923,0.125,4179,189,3444,1333,4777
615,Block Floating Point,235381,0.125,9032,207,3453,1331,4784
616,Block Floating Point,233223,0.125,4130,182,3454,1329,4784
617,Block Floating Point,220503,0.125,4311,224,3455,1327,4783
618,Block Floating Point,224993,0.125,4026,171,3456,1326,4782
619,Block Floating Point,225553,0.125,3956,566,3457,1324,4782
620,Block Floating Point,213558,0.125,3756,175,3457,1322,4780
621,Block Floating Point,222782,0.125,6698,981,3463,1322,4785
622,None,1.70501e+06,1,5,5363,3457,1328,4786
623,Block Floating Point,218680,0.125,7194,186,3463,1327,4790
624,None,1.67909e+06,1,2,5237,3458,1333,4791
625,Block Floating Point,218462,0.125,4009,195,3458,1331,4790
626,Block Floating Point,205968,0.125,3633,162,3459,1329,4788
627,Block Floating Point,217990,0.125,3834,176,3459,1327,4787
628,Block Floating Point,210666,0.125,3682,174,3460,1325,4786
629,Block Floating Point,218628,0.125,3860,179,3460,1324,4784
630,Block Floating Point,211616,0.125,7322,190,3466,1322,4789
631,Block Floating Point,220173,0.125,3870,173,3467,1320,4788
632,Block Floating Point,209962,0.125,3658,220,3467,1318,4786
633,Block Floating Point,219798,0.125,3828,563,3468,1317,4786
634,Block Floating Point,213263,0.125,14555,188,3485,1315,4801
635,None,1.77404e+06,1,4,6335,3480,1323,4804
636,None,1.70786e+06,1,1,5351,3475,1330,4805
637,Block Floating Point,223979,0.125,6169,902,3479,1329,4808
638,None,1.74862e+06,1,6,5587,3473,1336,4809
639,Block Floating Point,225362,0.125,4705,175,3475,1334,4809
