index,compression_type,byte_length,compression_ratio,compression_duration,transmission_duration,average_compression_duration,average_transmission_duration,average_both
640,Block Floating Point,226668,0.125,3961,181,3476,1332,4808
641,Block Floating Point,222043,0.125,3952,183,3477,1330,4807
642,Block Floating Point,228793,0.125,5994,197,3481,1328,4810
643,Block Floating Point,226528,0.125,15053,253,3499,1327,4826
644,None,1.77357e+06,1,5,8477,3493,1338,4832
645,Block Floating Point,231069,0.125,5991,865,3497,1337,4835
646,Block Floating Point,227402,0.125,9746,175,3507,1335,4843
647,None,1.87764e+06,1,4,8768,3501,1347,4849
648,Block Floating Point,229727,0.125,4999,179,3504,1345,4849
649,Block Floating Point,235440,0.125,4103,185,3505,1343,4848
650,Block Floating Point,228857,0.125,5522,201,3508,1341,4850
651,Block Floating Point,235309,0.125,4109,576,3509,1340,4849
652,Block Floating Point,227102,0.125,5303,565,3511,1339,4851
653,Block Floating Point,231862,0.125,6962,166,3517,1337,4854
654,Block Floating Point,221841,0.125,3980,554,3517,1336,4854
655,Block Floating Point,228214,0.125,3948,547,3518,1335,4853
656,Block Floating Point,221574,0.125,6671,1063,3523,1334,4858
657,Block Floating Point,227368,0.125,3949,573,3523,1333,4857
658,Block Floating Point,221606,0.125,8574,634,3531,1332,4864
659,Block Floating Point,226070,0.125,4254,531,3532,1331,4864
660,Block Floating Point,222611,0.125,4161,181,3533,1329,4863
661,Block Floating Point,212908,0.125,4596,352,3535,1328,4863
662,Block Floating Point,220344,0.125,5965,592,3538,1327,4866
663,Block Floating Point,219723,0.125,4122,172,3539,1325,4865
664,Block Floating Point,210767,0.125,3799,156,3540,1323,4863
665,Block Floating Point,219791,0.125,3931,182,3540,1321,4862
666,Block Floating Point,239500,0.125,4612,190,3542,1320,4862
667,Block Floating Point,237226,0.125,5250,1036,3544,1319,4864
668,Block Floating Point,233729,0.125,4141,182,3545,1318,4863
669,Block Floating Point,220787,0.125,4356,178,3547,1316,4863
670,Block Floating Point,230006,0.125,4021,602,3547,1315,4863
671,Block Floating Point,229762,0.125,4108,177,3548,1313,4862
672,Block Floating Point,220686,0.125,6423,164,3552,1311,4864
673,Block Floating Point,228214,0.125,4399,176,3554,1310,4864
674,Block Floating Point,226416,0.125,3960,182,3554,1308,4863
675,Block Floating Point,217067,0.125,5820,176,3558,1306,4865
676,Block Floating Point,227758,0.125,4002,183,3558,1305,4863
677,Block Floating Point,228974,0.125,11077,1734,3569,1305,4875
678,None,1.7669e+06,1,3,5665,3564,1312,4876
679,None,1.82594e+06,1,4,10967,3559,1326,4885
680,Block Floating Point,228203,0.125,4098,183,3560,1324,4884
681,Block Floating Point,219105,0.125,3893,182,3560,1323,4883
682,Block Floating Point,229228,0.125,6131,192,3564,1321,4885
683,Block Floating Point,232218,0.125,8030,234,3570,1319,4890
684,Block Floating Point,225888,0.125,3910,179,3571,1318,4889
685,Block Floating Point,234081,0.125,5428,780,3574,1317,4891
686,Block Floating Point,237338,0.125,4126,185,3574,1315,4890
687,Block Floating Point,227576,0.125,5603,177,3577,1314,4892
688,Block Floating Point,238059,0.125,4121,188,3578,1312,4891
689,Block Floating Point,237985,0.125,4184,186,3579,1310,4890
690,Block Floating Point,227264,0.125,3967,181,3580,1309,4889
691,Block Floating Point,236651,0.125,6473,203,3584,1307,4891
692,Block Floating Point,233398,0.125,4069,187,3585,1305,4891
693,Block Floating Point,238835,0.125,4301,207,3586,1304,4890
694,Block Floating Point,237676,0.125,4703,756,3587,1303,4891
695,Block Floating Point,250037,0.125,4417,203,3588,1302,4890
696,Block Floating Point,256041,0.125,4495,202,3590,1300,4890
697,Block Floating Point,258722,0.125,4527,617,3591,1299,4891
698,Block Floating Point,255036,0.125,4806,614,3593,1298,4891
699,Block Floating Point,240828,0.125,4317,582,3594,1297,4891
700,Block Floating Point,249695,0.125,6694,985,3598,1297,4895
701,Block Floating Point,246205,0.125,4796,1099,3600,1296,4897
702,Block Floating Point,258255,0.125,4919,801,3602,1296,4898
703,Block Floating Point,260056,0.125,4996,194,3604,1294,4898
704,Block Floating Point,252200,0.125,4592,584,3605,1293,4899
705,Block Floating Point,263073,0.125,5042,532,3607,1292,4900
706,Block Floating Point,262054,0.125,4568,611,3609,1291,4900
707,Block Floating Point,253385,0.125,4518,196,3610,1289,4900
708,Block Floating Point,267076,0.125,6836,740,3614,1289,4904
709,Block Floating Point,269563,0.125,4806,186,3616,1287,4904
710,Block Floating Point,260045,0.125,4964,195,3618,1285,4904
711,Block Floating Point,266236,0.125,5207,252,3620,1284,4905
712,Block Floating Point,257844,0.125,10473,243,3630,1283,4913
713,Block Floating Point,246848,0.125,4368,189,3631,1281,4912
714,Block Floating Point,255145,0.125,5037,1246,3633,1281,4914
715,Block Floating Point,252115,0.125,4543,193,3634,1279,4914
716,Block Floating Point,242337,0.125,4265,189,3635,1278,4913
717,Block Floating Point,250861,0.125,7980,201,3641,1276,4918
718,None,2.01502e+06,1,5,5987,3636,1283,4920
719,Block Floating Point,238056,0.125,4689,1072,3637,1283,4921
720,Block Floating Point,245907,0.125,6955,197,3642,1281,4924
721,None,1.94009e+06,1,5,6180,3637,1288,4926
722,Block Floating Point,230879,0.125,4754,219,3639,1287,4926
723,Block Floating Point,240152,0.125,4859,177,3640,1285,4926
724,Block Floating Point,238121,0.125,4570,198,3642,1283,4926
725,Block Floating Point,222616,0.125,4560,191,3643,1282,4925
726,Block Floating Point,202972,0.125,3537,166,3643,1280,4924
727,Block Floating Point,213494,0.125,5668,1167,3645,1280,4926
728,Block Floating Point,213437,0.125,3721,581,3646,1279,4925
729,Block Floating Point,205056,0.125,3900,160,3646,1278,4924
730,Block Floating Point,216118,0.125,3748,174,3646,1276,4923
731,Block Floating Point,215004,0.125,5636,187,3649,1275,4924
732,Block Floating Point,206141,0.125,3595,168,3649,1273,4922
733,Block Floating Point,215744,0.125,5614,183,3651,1272,4924
734,Block Floating Point,207493,0.125,3586,169,3651,1270,4922
735,Block Floating Point,217732,0.125,12974,197,3664,1269,4933
736,None,1.74523e+06,1,4,5630,3659,1275,4934
737,Block Floating Point,207770,0.125,4350,170,3660,1273,4934
738,Block Floating Point,217732,0.125,4622,172,3661,1272,4933
739,Block Floating Point,215659,0.125,3798,174,3661,1270,4932
740,Block Floating Point,207022,0.125,3632,199,3661,1269,4931
741,Block Floating Point,213704,0.125,3867,171,3662,1267,4929
742,Block Floating Point,203277,0.125,3505,519,3661,1266,4928
743,Block Floating Point,212037,0.125,5348,167,3664,1265,4929
744,Block Floating Point,208325,0.125,3661,546,3664,1264,4928
745,Block Floating Point,218035,0.125,5700,654,3666,1263,4930
746,Block Floating Point,208595,0.125,3616,560,3666,1262,4929
747,Block Floating Point,216841,0.125,4542,497,3668,1261,4929
748,Block Floating Point,219147,0.125,4618,504,3669,1260,4929
749,Block Floating Point,209431,0.125,5368,490,3671,1259,4931
750,Block Floating Point,221678,0.125,4694,546,3672,1258,4931
751,Block Floating Point,221155,0.125,3935,1945,3673,1259,4932
752,Block Floating Point,214142,0.125,3749,176,3673,1258,4931
753,Block Floating Point,223763,0.125,3955,549,3673,1257,4930
754,Block Floating Point,226171,0.125,4277,542,3674,1256,4930
755,Block Floating Point,220661,0.125,3894,571,3674,1255,4930
756,Block Floating Point,229614,0.125,5208,1092,3676,1255,4931
757,Block Floating Point,230048,0.125,4068,1842,3677,1255,4933
758,Block Floating Point,223973,0.125,7730,714,3682,1255,4937
759,None,1.8476e+06,1,1,7524,3677,1263,4941
760,Block Floating Point,230459,0.125,4407,176,3678,1261,4940
761,Block Floating Point,226627,0.125,4060,188,3679,1260,4939
762,Block Floating Point,279826,0.125,5241,189,3681,1259,4940
763,Block Floating Point,249858,0.125,4378,201,3682,1257,4940
764,Block Floating Point,263852,0.125,4476,182,3683,1256,4939
765,Block Floating Point,264331,0.125,4658,177,3684,1254,4939
766,Block Floating Point,261158,0.125,4889,202,3686,1253,4939
767,Block Floating Point,268364,0.125,5934,567,3689,1252,4941
768,Block Floating Point,267294,0.125,8513,1047,3695,1252,4947
769,Block Floating Point,267823,0.125,4697,176,3696,1250,4947
770,Block Floating Point,266689,0.125,6526,174,3700,1249,4949
771,Block Floating Point,271105,0.125,7495,194,3705,1248,4953
772,Block Floating Point,272769,0.125,15528,216,3720,1246,4967
773,None,2.19463e+06,1,2,2664,3715,1248,4964
774,None,2.18526e+06,1,2,3455,3711,1251,4962
775,None,2.1367e+06,1,4,3224,3706,1254,4960
776,None,2.17012e+06,1,4,4249,3701,1257,4959
777,None,2.17862e+06,1,4,2487,3696,1259,4956
778,None,2.00512e+06,1,5,12809,3691,1274,4966
779,None,2.03273e+06,1,2,5102,3687,1279,4966
780,None,1.93788e+06,1,4,10822,3682,1291,4974
781,Block Floating Point,250372,0.125,4817,204,3683,1290,4974
782,Block Floating Point,253525,0.125,8965,218,3690,1288,4979
783,Block Floating Point,242926,0.125,4379,189,3691,1287,4978
784,Block Floating Point,253367,0.125,6975,185,3695,1285,4981
785,Block Floating Point,254375,0.125,4699,194,3697,1284,4981
786,Block Floating Point,244832,0.125,6335,557,3700,1283,4984
787,Block Floating Point,248828,0.125,4382,203,3701,1282,4983
788,Block Floating Point,245632,0.125,6447,213,3704,1280,4985
789,Block Floating Point,237677,0.125,4319,212,3705,1279,4985
790,Block Floating Point,244833,0.125,4513,564,3706,1278,4985
791,Block Floating Point,239892,0.125,4384,191,3707,1277,4984
792,Block Floating Point,246998,0.125,6364,612,3710,1276,4987
793,Block Floating Point,247079,0.125,4380,200,3711,1275,4986
794,Block Floating Point,240245,0.125,11794,208,3721,1273,4995
795,None,1.99243e+06,1,4,5956,3717,1279,4996
796,None,1.95982e+06,1,3,7942,3712,1287,5000
797,Block Floating Point,251519,0.125,5898,195,3715,1286,5001
798,Block Floating Point,249121,0.125,4458,583,3716,1285,5001
799,Block Floating Point,239628,0.125,8340,635,3721,1284,5006
800,Block Floating Point,251305,0.125,4441,625,3722,1284,5006
801,Block Floating Point,232782,0.125,4460,556,3723,1283,5006
802,Block Floating Point,228725,0.125,3976,560,3724,1282,5006
803,Block Floating Point,218748,0.125,5493,566,3726,1281,5007
804,Block Floating Point,225697,0.125,3921,565,3726,1280,5007
805,Block Floating Point,221524,0.125,5625,173,3728,1279,5008
806,Block Floating Point,210836,0.125,3674,599,3728,1278,5007
807,Block Floating Point,221577,0.125,6525,316,3732,1277,5009
808,Block Floating Point,219986,0.125,3820,185,3732,1275,5008
809,Block Floating Point,211402,0.125,6766,870,3736,1275,5011
810,Block Floating Point,227332,0.125,4263,542,3736,1274,5011
811,Block Floating Point,230493,0.125,6062,194,3739,1273,5012
812,None,1.76758e+06,1,5,6940,3735,1279,5015
813,Block Floating Point,235668,0.125,8344,195,3740,1278,5019
814,Block Floating Point,236543,0.125,5992,183,3743,1277,5020
815,Block Floating Point,227479,0.125,4478,553,3744,1276,5020
816,Block Floating Point,238586,0.125,4178,576,3744,1275,5020
817,Block Floating Point,239309,0.125,5937,572,3747,1274,5022
818,Block Floating Point,229458,0.125,4032,574,3747,1273,5021
819,Block Floating Point,237277,0.125,11594,635,3757,1273,5030
820,None,1.82414e+06,1,5,6564,3752,1279,5032
821,Block Floating Point,235344,0.125,6445,667,3756,1278,5034
822,None,1.83266e+06,1,6,6180,3751,1284,5036
823,Block Floating Point,237899,0.125,4311,568,3752,1283,5036
824,Block Floating Point,230062,0.125,4045,569,3752,1282,5035
825,Block Floating Point,241155,0.125,4316,317,3753,1281,5035
826,Block Floating Point,235819,0.125,5837,747,3755,1281,5037
827,Block Floating Point,240151,0.125,4333,186,3756,1279,5036
828,Block Floating Point,233702,0.125,4197,187,3757,1278,5035
829,Block Floating Point,240827,0.125,13232,212,3768,1277,5045
830,None,1.85793e+06,1,6,16404,3764,1295,5059
831,Block Floating Point,200894,0.125,3582,169,3763,1294,5057
832,Block Floating Point,194854,0.125,8122,1001,3769,1293,5062
833,Block Floating Point,197752,0.125,3501,156,3768,1292,5061
834,Block Floating Point,191338,0.125,3860,467,3768,1291,5060
835,Block Floating Point,197537,0.125,4474,419,3769,1290,5060
836,Block Floating Point,196383,0.125,11523,284,3778,1289,5068
837,Block Floating Point,188782,0.125,3776,157,3778,1287,5066
838,Block Floating Point,198296,0.125,6696,156,3782,1286,5068
839,Block Floating Point,191205,0.125,3411,137,3781,1285,5067
840,Block Floating Point,197406,0.125,6063,133,3784,1283,5068
841,Block Floating Point,196553,0.125,3576,139,3784,1282,5066
842,Block Floating Point,186275,0.125,3324,140,3783,1280,5064
843,Block Floating Point,193246,0.125,13265,158,3795,1279,5074
844,Block Floating Point,187848,0.125,3493,137,3794,1278,5073
845,Block Floating Point,194432,0.125,12704,160,3805,1276,5082
846,Block Floating Point,189459,0.125,3387,136,3804,1275,5080
847,Block Floating Point,197424,0.125,6083,135,3807,1274,5081
848,Block Floating Point,192586,0.125,3373,135,3807,1272,5079
849,Block Floating Point,201761,0.125,3592,144,3806,1271,5078
850,Block Floating Point,196263,0.125,8774,461,3812,1270,5083
851,Block Floating Point,200308,0.125,3563,138,3812,1269,5081
852,Block Floating Point,203091,0.125,3515,185,3811,1268,5080
853,Block Floating Point,196295,0.125,12764,161,3822,1266,5089
854,Block Floating Point,201666,0.125,3571,144,3822,1265,5087
855,Block Floating Point,200898,0.125,10380,790,3829,1264,5094
856,Block Floating Point,193893,0.125,3427,139,3829,1263,5092
857,Block Floating Point,199465,0.125,3512,141,3829,1262,5091
858,Block Floating Point,192733,0.125,5622,149,3831,1260,5092
859,Block Floating Point,199540,0.125,3471,142,3830,1259,5090
860,Block Floating Point,192256,0.125,3570,136,3830,1258,5088
861,Block Floating Point,201423,0.125,5933,156,3832,1257,5089
862,Block Floating Point,203590,0.125,3572,145,3832,1255,5088
863,Block Floating Point,197139,0.125,3472,138,3832,1254,5086
864,Block Floating Point,207809,0.125,5500,161,3834,1253,5087
865,Block Floating Point,210090,0.125,3739,146,3833,1251,5085
866,Block Floating Point,251698,0.125,7021,167,3837,1250,5088
867,Block Floating Point,230562,0.125,4011,167,3837,1249,5087
868,Block Floating Point,239609,0.125,4192,174,3838,1248,5086
869,Block Floating Point,240237,0.125,4326,198,3838,1246,5085
870,Block Floating Point,247891,0.125,8924,195,3844,1245,5090
871,Block Floating Point,254712,0.125,4527,176,3845,1244,5089
872,Block Floating Point,256382,0.125,4484,705,3846,1243,5090
873,Block Floating Point,254946,0.125,4520,168,3846,1242,5089
874,Block Floating Point,259574,0.125,4614,182,3847,1241,5089
875,Block Floating Point,259058,0.125,4780,245,3848,1240,5089
876,Block Floating Point,253179,0.125,15645,197,3862,1239,5101
877,Block Floating Point,258781,0.125,4607,182,3863,1237,5101
878,Block Floating Point,256562,0.125,9695,332,3869,1236,5106
879,Block Floating Point,249299,0.125,4459,180,3870,1235,5106
880,Block Floating Point,256713,0.125,7453,197,3874,1234,5109
881,Block Floating Point,256248,0.125,4577,181,3875,1233,5108
882,Block Floating Point,252159,0.125,4511,179,3876,1232,5108
883,Block Floating Point,255942,0.125,7488,453,3880,1231,5111
884,Block Floating Point,253346,0.125,4620,173,3880,1230,5111
885,Block Floating Point,245335,0.125,4516,172,3881,1228,5110
886,Block Floating Point,250117,0.125,4565,173,3882,1227,5110
887,Block Floating Point,252802,0.125,7020,167,3886,1226,5112
888,None,1.95568e+06,1,5,5671,3881,1231,5113
889,Block Floating Point,251904,0.125,4633,172,3882,1230,5112
890,Block Floating Point,256447,0.125,7511,336,3886,1229,5115
891,None,2.0395e+06,1,5,4275,3882,1232,5114
892,None,2.08578e+06,1,4,6552,3877,1238,5116
893,Block Floating Point,256933,0.125,4649,170,3878,1237,5116
894,Block Floating Point,253027,0.125,8222,325,3883,1236,5120
895,None,2.04917e+06,1,6,4331,3879,1239,5119
896,None,2.03613e+06,1,4,4255,3874,1243,5118
897,None,1.99001e+06,1,4,6300,3870,1248,5119
898,None,2.04442e+06,1,4,4180,3866,1252,5118
899,None,2.02666e+06,1,4,7085,3862,1258,5120
900,Block Floating Point,256937,0.125,14961,306,3874,1257,5131
901,None,2.03682e+06,1,5,4342,3870,1261,5131
902,None,1.96476e+06,1,4,6088,3865,1266,5132
903,None,2.04037e+06,1,2,4254,3861,1269,5131
904,None,2.0453e+06,1,2,4266,3857,1273,5130
905,None,2.00702e+06,1,4,6224,3852,1278,5131
906,None,2.04882e+06,1,4,4235,3848,1281,5130
907,None,2.05602e+06,1,3,4792,3844,1285,5130
908,None,2.02592e+06,1,4,6233,3840,1291,5131
909,None,1.53502e+06,1,2,3261,3836,1293,5129
910,None,1.54163e+06,1,5,1796,3831,1293,5125
911,None,1.46852e+06,1,5,2042,3827,1294,5122
912,None,1.55452e+06,1,4,1821,3823,1295,5118
913,None,1.54937e+06,1,5,1689,3819,1295,5114
914,None,1.60847e+06,1,5,4501,3815,1299,5114
915,None,1.5421e+06,1,2,3168,3810,1301,5112
916,None,1.6034e+06,1,2,3368,3806,1303,5110
917,None,1.52063e+06,1,5,4361,3802,1306,5109
918,None,1.55086e+06,1,3,1840,3798,1307,5105
919,None,1.44017e+06,1,6,2450,3794,1308,5102
920,None,1.50585e+06,1,4,1654,3790,1308,5099
921,None,1.4498e+06,1,4,1704,3786,1309,5095
922,None,1.52575e+06,1,4,4929,3781,1313,5095
923,None,1.50385e+06,1,6,1833,3777,1313,5091
924,None,1.56225e+06,1,5,1690,3773,1314,5088
925,None,1.52082e+06,1,6,1682,3769,1314,5084
926,None,1.61246e+06,1,4,3388,3765,1316,5082
927,None,1.52787e+06,1,4,3239,3761,1318,5080
928,None,1.61183e+06,1,5,4942,3757,1322,5080
929,None,1.52203e+06,1,5,3184,3753,1324,5078
930,None,1.61864e+06,1,4,3465,3749,1327,5076
931,None,1.58017e+06,1,2,5655,3745,1331,5077
932,None,1.64146e+06,1,4,5005,3741,1335,5077
933,None,1.55737e+06,1,1,3297,3737,1337,5075
934,None,1.61583e+06,1,4,3405,3733,1340,5073
935,None,1.53185e+06,1,4,3360,3729,1342,5071
936,None,1.58022e+06,1,4,3402,3725,1344,5069
937,None,1.50008e+06,1,2,1795,3721,1344,5066
938,None,1.58763e+06,1,2,5937,3717,1349,5067
939,None,1.52009e+06,1,2,3284,3713,1351,5065
