episode,reward,action,epsilon,total_duration
100,6272.000000,0,996.705494
200,7737.000000,3,993.421951
300,-23.000000,1,990.149335
400,9883.000000,0,986.887610
500,-50.000000,2,983.636739
600,-75.000000,0,980.396687
700,-15.000000,3,977.167416
800,6949.000000,2,973.948892
900,-35.000000,3,970.741078
1000,-179.000000,1,967.543939
1100,-374.000000,0,964.357440
1200,-6588.000000,0,961.181545
1300,3.000000,1,958.016218
1400,-33.000000,3,954.861425
1500,145.000000,1,951.717130
1600,44.000000,1,948.583299
1700,8.000000,2,945.459897
1800,6991.000000,1,942.346888
1900,64.000000,2,939.244239
2000,8364.000000,0,936.151915
2100,-8.000000,1,933.069882
2200,4.000000,0,929.998105
2300,80.000000,3,926.936550
2400,111.000000,0,923.885183
2500,105.000000,1,920.843970
2600,-443.000000,1,917.812879
2700,-203944.000000,2,914.791873
2800,-109.000000,2,911.780922
2900,-201912.000000,2,908.779989
3000,-8030.000000,3,905.789044
3100,-15.000000,0,902.808051
3200,-69.000000,1,899.836979
3300,-7282.000000,1,896.875794
3400,-8072.000000,3,893.924463
3500,-12.000000,0,890.982953
3600,130.000000,0,888.051232
3700,-7580.000000,1,885.129268
3800,-69.000000,2,882.217026
3900,7.000000,1,879.314477
4000,209.000000,1,876.421586
4100,698.000000,2,873.538322
4200,76.000000,3,870.664653
4300,-6506.000000,3,867.800547
4400,111.000000,0,864.945972
4500,-207624.000000,2,862.100897
4600,-8334.000000,1,859.265289
4700,0.000000,1,856.439118
4800,-13.000000,3,853.622351
4900,6962.000000,1,850.814958
5000,6563.000000,2,848.016908
5100,-6.000000,1,845.228168
5200,-6794.000000,3,842.448710
5300,49.000000,3,839.678500
5400,6.000000,0,836.917509
5500,25.000000,3,834.165706
5600,48.000000,2,831.423061
5700,-53.000000,0,828.689543
5800,4.000000,2,825.965121
5900,-9.000000,2,823.249765
6000,167.000000,3,820.543446
6100,-30.000000,1,817.846132
6200,27.000000,1,815.157795
6300,8299.000000,3,812.478404
6400,6646.000000,1,809.807929
6500,-106.000000,1,807.146341
6600,-90.000000,0,804.493610
6700,7587.000000,0,801.849707
6800,-42.000000,1,799.214602
6900,-79.000000,1,796.588266
7000,9.000000,0,793.970671
7100,65.000000,0,791.361786
7200,39.000000,1,788.761582
7300,-8085.000000,2,786.170032
7400,1.000000,0,783.587106
7500,-33.000000,2,781.012775
7600,6672.000000,2,778.447011
7700,-24.000000,1,775.889786
7800,238.000000,3,773.341070
7900,129.000000,3,770.800836
8000,7873.000000,2,768.269055
8100,12853.000000,3,765.745699
8200,-6824.000000,3,763.230741
8300,77.000000,1,760.724152
8400,8220.000000,1,758.225904
8500,7395.000000,2,755.735970
8600,-7311.000000,3,753.254322
8700,68.000000,2,750.780932
8800,6943.000000,0,748.315773
8900,662.000000,1,745.858818
9000,-127.000000,3,743.410038
9100,-2.000000,0,740.969408
9200,29.000000,1,738.536900
9300,-19.000000,1,736.112487
9400,-201388.000000,2,733.696141
9500,-1.000000,0,731.287837
9600,6952.000000,2,728.887547
9700,106.000000,0,726.495244
9800,-7303.000000,1,724.110903
9900,6696.000000,1,721.734496
10000,-7527.000000,0,719.365997
10100,-53.000000,3,717.005381
10200,133.000000,1,714.652620
10300,-7226.000000,1,712.307688
10400,17.000000,3,709.970560
10500,7560.000000,3,707.641209
10600,-3.000000,1,705.319610
10700,4.000000,2,703.005736
10800,-22.000000,1,700.699563
10900,7115.000000,1,698.401064
11000,169.000000,1,696.110214
11100,6746.000000,1,693.826987
11200,-113.000000,1,691.551359
11300,-4.000000,1,689.283303
11400,11126.000000,3,687.022795
11500,-341.000000,1,684.769810
11600,-24.000000,2,682.524321
11700,14.000000,1,680.286306
11800,25.000000,3,678.055738
11900,-115.000000,1,675.832593
12000,-110.000000,0,673.616846
12100,39.000000,3,671.408472
12200,-210131.000000,1,669.207448
12300,-84.000000,0,667.013748
12400,53.000000,0,664.827348
12500,-8085.000000,2,662.648224
12600,8.000000,1,660.476352
12700,-8302.000000,3,658.311707
12800,19.000000,0,656.154266
12900,-2.000000,1,654.004004
13000,-1142.000000,2,651.860898
13100,-34.000000,1,649.724923
13200,778.000000,1,647.596057
13300,-7235.000000,2,645.474275
13400,13.000000,1,643.359554
